date;datetime;cash_type;card;money;coffee_name
21/01/2025;08:05:04;card;ANON-0000-0000-1010;35,76;Cocoa
21/01/2025;08:18:19;card;ANON-0000-0000-0141;25,96;Cortado
21/01/2025;08:19:28;card;ANON-0000-0000-1082;30,86;Americano with Milk
21/01/2025;15:35:17;card;ANON-0000-0000-1116;25,96;Americano
21/01/2025;18:32:33;card;ANON-0000-0000-1117;35,76;Hot Chocolate
21/01/2025;18:54:13;card;ANON-0000-0000-0333;35,76;Latte
21/01/2025;18:56:15;card;ANON-0000-0000-0333;35,76;Latte
21/01/2025;19:15:21;card;ANON-0000-0000-1110;25,96;Americano
22/01/2025;11:24:46;card;ANON-0000-0000-1118;21,06;Espresso
22/01/2025;17:32:07;card;ANON-0000-0000-0463;30,86;Americano with Milk
22/01/2025;18:49:59;card;ANON-0000-0000-1119;35,76;Cocoa
22/01/2025;19:10:26;card;ANON-0000-0000-1051;30,86;Americano with Milk
22/01/2025;19:11:23;card;ANON-0000-0000-1051;35,76;Cappuccino
22/01/2025;19:29:16;card;ANON-0000-0000-1120;35,76;Latte
22/01/2025;20:14:31;card;ANON-0000-0000-1121;30,86;Americano with Milk
24/01/2025;13:42:17;card;ANON-0000-0000-1034;35,76;Cappuccino
24/01/2025;13:43:38;card;ANON-0000-0000-1034;25,96;Cortado
24/01/2025;15:28:39;card;ANON-0000-0000-1122;35,76;Cocoa
24/01/2025;17:41:49;card;ANON-0000-0000-1123;25,96;Americano
24/01/2025;21:16:26;card;ANON-0000-0000-1045;35,76;Cocoa
24/01/2025;22:31:56;card;ANON-0000-0000-1124;35,76;Hot Chocolate
24/01/2025;22:32:58;card;ANON-0000-0000-1124;35,76;Latte
25/01/2025;13:21:04;card;ANON-0000-0000-1114;35,76;Cappuccino
25/01/2025;14:38:25;card;ANON-0000-0000-1125;35,76;Cappuccino
25/01/2025;14:39:35;card;ANON-0000-0000-1126;25,96;Americano
26/01/2025;12:35:23;card;ANON-0000-0000-1127;25,96;Americano
26/01/2025;12:36:34;card;ANON-0000-0000-1127;21,06;Espresso
27/01/2025;08:07:42;card;ANON-0000-0000-0141;25,96;Cortado
27/01/2025;08:32:44;card;ANON-0000-0000-0141;25,96;Americano
27/01/2025;12:05:02;card;ANON-0000-0000-1128;35,76;Cappuccino
27/01/2025;13:45:09;card;ANON-0000-0000-0276;30,86;Americano with Milk
27/01/2025;15:27:54;card;ANON-0000-0000-0141;30,86;Americano with Milk
27/01/2025;15:29:01;card;ANON-0000-0000-0141;25,96;Cortado
27/01/2025;15:30:13;card;ANON-0000-0000-0141;30,86;Americano with Milk
27/01/2025;18:55:19;card;ANON-0000-0000-1129;35,76;Latte
27/01/2025;19:02:40;card;ANON-0000-0000-1130;35,76;Latte
27/01/2025;19:03:45;card;ANON-0000-0000-1131;35,76;Latte
28/01/2025;08:26:37;card;ANON-0000-0000-0197;35,76;Latte
28/01/2025;09:33:17;card;ANON-0000-0000-1132;25,96;Americano
28/01/2025;11:56:27;card;ANON-0000-0000-0224;30,86;Americano with Milk
28/01/2025;12:22:01;card;ANON-0000-0000-1133;25,96;Americano
28/01/2025;16:19:08;card;ANON-0000-0000-1134;35,76;Cocoa
28/01/2025;16:20:45;card;ANON-0000-0000-1134;25,96;Cortado
28/01/2025;17:40:01;card;ANON-0000-0000-1135;25,96;Americano
28/01/2025;20:11:51;card;ANON-0000-0000-1136;35,76;Latte
28/01/2025;20:13:45;card;ANON-0000-0000-1137;35,76;Cappuccino
29/01/2025;09:38:47;card;ANON-0000-0000-1069;25,96;Americano
29/01/2025;16:25:37;card;ANON-0000-0000-1138;25,96;Americano
29/01/2025;19:19:08;card;ANON-0000-0000-1139;30,86;Americano with Milk
29/01/2025;19:20:35;card;ANON-0000-0000-1139;21,06;Espresso
30/01/2025;09:18:06;card;ANON-0000-0000-0224;30,86;Americano with Milk
30/01/2025;10:12:34;card;ANON-0000-0000-0276;30,86;Americano with Milk
30/01/2025;11:26:29;card;ANON-0000-0000-0862;25,96;Cortado
30/01/2025;12:42:16;card;ANON-0000-0000-1140;35,76;Hot Chocolate
30/01/2025;13:02:01;card;ANON-0000-0000-1141;25,96;Americano
30/01/2025;14:41:42;card;ANON-0000-0000-1142;30,86;Americano with Milk
30/01/2025;17:18:48;card;ANON-0000-0000-1143;35,76;Hot Chocolate
30/01/2025;18:24:07;card;ANON-0000-0000-1069;30,86;Americano with Milk
30/01/2025;18:41:50;card;ANON-0000-0000-1144;25,96;Cortado
31/01/2025;08:40:51;card;ANON-0000-0000-0141;25,96;Americano
31/01/2025;08:41:45;card;ANON-0000-0000-0141;30,86;Americano with Milk
31/01/2025;09:17:15;card;ANON-0000-0000-0304;30,86;Americano with Milk
31/01/2025;09:20:11;card;ANON-0000-0000-1145;35,76;Cocoa
31/01/2025;09:26:47;card;ANON-0000-0000-0333;35,76;Cappuccino
31/01/2025;09:27:48;card;ANON-0000-0000-0333;35,76;Cappuccino
31/01/2025;12:31:01;card;ANON-0000-0000-1133;35,76;Latte
31/01/2025;12:54:26;card;ANON-0000-0000-0507;35,76;Latte
31/01/2025;14:02:58;card;ANON-0000-0000-1146;35,76;Cappuccino
31/01/2025;16:48:34;card;ANON-0000-0000-0304;30,86;Americano with Milk
31/01/2025;22:35:59;card;ANON-0000-0000-1147;30,86;Americano with Milk
31/01/2025;22:37:02;card;ANON-0000-0000-1148;25,96;Americano
01/02/2025;08:50:24;card;ANON-0000-0000-0304;30,86;Americano with Milk
01/02/2025;10:07:23;card;ANON-0000-0000-0224;30,86;Americano with Milk
01/02/2025;13:14:47;card;ANON-0000-0000-0141;25,96;Cortado
01/02/2025;13:15:29;card;ANON-0000-0000-0141;25,96;Cortado
01/02/2025;14:35:19;card;ANON-0000-0000-1149;35,76;Cappuccino
01/02/2025;14:36:17;card;ANON-0000-0000-1149;35,76;Cappuccino
01/02/2025;15:49:59;card;ANON-0000-0000-1069;35,76;Latte
01/02/2025;18:57:14;card;ANON-0000-0000-1114;35,76;Cappuccino
01/02/2025;19:53:16;card;ANON-0000-0000-0224;30,86;Americano with Milk
01/02/2025;19:54:24;card;ANON-0000-0000-0224;30,86;Americano with Milk
01/02/2025;21:37:02;card;ANON-0000-0000-0427;30,86;Americano with Milk
02/02/2025;10:56:22;card;ANON-0000-0000-1132;35,76;Cappuccino
02/02/2025;10:57:38;card;ANON-0000-0000-1132;35,76;Cappuccino
02/02/2025;12:54:32;card;ANON-0000-0000-1150;35,76;Latte
02/02/2025;12:56:05;card;ANON-0000-0000-1151;35,76;Latte
02/02/2025;14:22:57;card;ANON-0000-0000-0265;30,86;Americano with Milk
02/02/2025;16:45:08;card;ANON-0000-0000-0507;35,76;Latte
02/02/2025;16:46:57;card;ANON-0000-0000-1152;35,76;Latte
03/02/2025;07:03:25;card;ANON-0000-0000-1152;35,76;Cappuccino
03/02/2025;07:04:57;card;ANON-0000-0000-1152;30,86;Americano with Milk
03/02/2025;08:04:04;card;ANON-0000-0000-1152;21,06;Espresso
03/02/2025;08:09:09;card;ANON-0000-0000-1153;30,86;Americano with Milk
03/02/2025;10:15:39;card;ANON-0000-0000-1154;25,96;Americano
03/02/2025;10:22:18;card;ANON-0000-0000-1155;35,76;Cappuccino
03/02/2025;10:49:59;card;ANON-0000-0000-1156;30,86;Americano with Milk
03/02/2025;13:25:02;card;ANON-0000-0000-1157;35,76;Cappuccino
03/02/2025;13:32:54;card;ANON-0000-0000-1158;35,76;Cappuccino
03/02/2025;13:51:03;card;ANON-0000-0000-1159;25,96;Americano
03/02/2025;14:06:37;card;ANON-0000-0000-1160;25,96;Americano
03/02/2025;14:47:02;card;ANON-0000-0000-0019;35,76;Latte
03/02/2025;14:50:21;card;ANON-0000-0000-0507;35,76;Latte
03/02/2025;15:01:45;card;ANON-0000-0000-1161;35,76;Latte
03/02/2025;15:41:27;card;ANON-0000-0000-1110;25,96;Americano
03/02/2025;17:01:27;card;ANON-0000-0000-1160;35,76;Cocoa
03/02/2025;17:09:55;card;ANON-0000-0000-1162;30,86;Americano with Milk
03/02/2025;17:11:07;card;ANON-0000-0000-1163;30,86;Americano with Milk
03/02/2025;17:12:05;card;ANON-0000-0000-1163;30,86;Americano with Milk
03/02/2025;17:13:22;card;ANON-0000-0000-1164;35,76;Hot Chocolate
03/02/2025;17:14:18;card;ANON-0000-0000-1164;35,76;Latte
03/02/2025;17:15:41;card;ANON-0000-0000-1165;35,76;Hot Chocolate
03/02/2025;17:44:18;card;ANON-0000-0000-1166;30,86;Americano with Milk
03/02/2025;18:09:00;card;ANON-0000-0000-1167;25,96;Americano
03/02/2025;20:44:14;card;ANON-0000-0000-1168;35,76;Cocoa
04/02/2025;10:04:57;card;ANON-0000-0000-1163;30,86;Americano with Milk
04/02/2025;10:11:31;card;ANON-0000-0000-1110;25,96;Americano
04/02/2025;12:35:58;card;ANON-0000-0000-1169;30,86;Americano with Milk
04/02/2025;13:07:39;card;ANON-0000-0000-1160;25,96;Cortado
04/02/2025;14:15:14;card;ANON-0000-0000-1170;25,96;Americano
04/02/2025;14:17:36;card;ANON-0000-0000-1163;30,86;Americano with Milk
04/02/2025;14:19:49;card;ANON-0000-0000-1171;25,96;Americano
04/02/2025;18:13:42;card;ANON-0000-0000-1157;30,86;Americano with Milk
04/02/2025;19:05:22;card;ANON-0000-0000-1172;35,76;Cocoa
04/02/2025;19:09:37;card;ANON-0000-0000-1173;35,76;Cocoa
04/02/2025;19:10:28;card;ANON-0000-0000-1173;35,76;Cocoa
04/02/2025;19:27:27;card;ANON-0000-0000-1174;25,96;Cortado
05/02/2025;08:42:11;card;ANON-0000-0000-1156;30,86;Americano with Milk
05/02/2025;09:10:44;card;ANON-0000-0000-1163;30,86;Americano with Milk
05/02/2025;11:49:36;card;ANON-0000-0000-1163;25,96;Americano
05/02/2025;11:50:42;card;ANON-0000-0000-1163;25,96;Americano
05/02/2025;11:51:45;card;ANON-0000-0000-1163;25,96;Americano
05/02/2025;11:58:36;card;ANON-0000-0000-1163;30,86;Americano with Milk
05/02/2025;12:10:47;card;ANON-0000-0000-1175;25,96;Americano
05/02/2025;13:20:46;card;ANON-0000-0000-1176;25,96;Americano
05/02/2025;13:43:43;card;ANON-0000-0000-1171;21,06;Espresso
05/02/2025;13:44:29;card;ANON-0000-0000-1171;21,06;Espresso
05/02/2025;14:57:53;card;ANON-0000-0000-1161;35,76;Cappuccino
05/02/2025;15:50:59;card;ANON-0000-0000-1177;35,76;Cappuccino
05/02/2025;16:34:20;card;ANON-0000-0000-1165;35,76;Hot Chocolate
05/02/2025;16:35:33;card;ANON-0000-0000-1164;35,76;Latte
05/02/2025;16:36:34;card;ANON-0000-0000-1164;35,76;Latte
05/02/2025;16:39:02;card;ANON-0000-0000-1152;35,76;Cocoa
05/02/2025;16:41:10;card;ANON-0000-0000-1165;35,76;Hot Chocolate
05/02/2025;18:18:34;card;ANON-0000-0000-1178;35,76;Cappuccino
05/02/2025;18:19:49;card;ANON-0000-0000-1179;35,76;Cappuccino
05/02/2025;18:20:51;card;ANON-0000-0000-1180;35,76;Cocoa
05/02/2025;18:25:29;card;ANON-0000-0000-1157;30,86;Americano with Milk
05/02/2025;18:45:42;card;ANON-0000-0000-1181;35,76;Cappuccino
05/02/2025;19:06:46;card;ANON-0000-0000-0507;35,76;Hot Chocolate
05/02/2025;20:03:21;card;ANON-0000-0000-1182;35,76;Cocoa
06/02/2025;07:16:49;card;ANON-0000-0000-1163;30,86;Americano with Milk
06/02/2025;13:59:21;card;ANON-0000-0000-1171;25,96;Americano
06/02/2025;14:55:32;card;ANON-0000-0000-1162;30,86;Americano with Milk
06/02/2025;14:59:22;card;ANON-0000-0000-1158;35,76;Cappuccino
06/02/2025;16:14:50;card;ANON-0000-0000-1163;35,76;Cocoa
06/02/2025;17:09:46;card;ANON-0000-0000-1170;35,76;Cocoa
06/02/2025;17:54:25;card;ANON-0000-0000-1183;35,76;Cocoa
06/02/2025;19:53:13;card;ANON-0000-0000-1158;35,76;Cappuccino
06/02/2025;19:55:07;card;ANON-0000-0000-1184;21,06;Espresso
06/02/2025;20:06:59;card;ANON-0000-0000-1185;35,76;Cocoa
06/02/2025;20:07:47;card;ANON-0000-0000-1186;35,76;Cocoa
06/02/2025;20:23:14;card;ANON-0000-0000-1163;35,76;Latte
07/02/2025;08:44:50;card;ANON-0000-0000-1152;30,86;Americano with Milk
07/02/2025;09:07:05;card;ANON-0000-0000-1187;30,86;Americano with Milk
07/02/2025;10:49:23;card;ANON-0000-0000-1188;25,96;Americano
07/02/2025;12:09:39;card;ANON-0000-0000-1189;35,76;Cocoa
07/02/2025;12:51:22;card;ANON-0000-0000-1163;30,86;Americano with Milk
07/02/2025;12:58:52;card;ANON-0000-0000-1190;25,96;Americano
07/02/2025;16:04:11;card;ANON-0000-0000-1170;25,96;Cortado
07/02/2025;16:22:13;card;ANON-0000-0000-1191;35,76;Latte
07/02/2025;16:23:14;card;ANON-0000-0000-1165;35,76;Hot Chocolate
07/02/2025;16:24:35;card;ANON-0000-0000-1165;35,76;Latte
07/02/2025;18:42:37;card;ANON-0000-0000-1178;35,76;Cocoa
07/02/2025;18:43:36;card;ANON-0000-0000-1179;35,76;Cocoa
07/02/2025;18:44:31;card;ANON-0000-0000-1192;25,96;Cortado
07/02/2025;18:45:23;card;ANON-0000-0000-1192;35,76;Cocoa
07/02/2025;20:10:59;card;ANON-0000-0000-1193;35,76;Cocoa
07/02/2025;20:30:57;card;ANON-0000-0000-1161;25,96;Cortado
08/02/2025;09:01:43;card;ANON-0000-0000-1163;25,96;Americano
08/02/2025;10:56:17;card;ANON-0000-0000-1153;30,86;Americano with Milk
08/02/2025;11:02:41;card;ANON-0000-0000-1194;25,96;Cortado
08/02/2025;11:39:34;card;ANON-0000-0000-1195;25,96;Americano
08/02/2025;12:46:13;card;ANON-0000-0000-1167;25,96;Americano
08/02/2025;13:26:48;card;ANON-0000-0000-1170;25,96;Americano
08/02/2025;15:07:04;card;ANON-0000-0000-1110;25,96;Americano
08/02/2025;15:08:09;card;ANON-0000-0000-1110;25,96;Americano
09/02/2025;08:49:24;card;ANON-0000-0000-1161;35,76;Cocoa
09/02/2025;10:31:09;card;ANON-0000-0000-1157;30,86;Americano with Milk
09/02/2025;10:51:28;card;ANON-0000-0000-1163;25,96;Americano
09/02/2025;12:05:05;card;ANON-0000-0000-1196;35,76;Latte
09/02/2025;15:13:09;card;ANON-0000-0000-1189;35,76;Cocoa
09/02/2025;15:14:02;card;ANON-0000-0000-1189;35,76;Latte
09/02/2025;15:15:58;card;ANON-0000-0000-1178;35,76;Hot Chocolate
09/02/2025;15:16:52;card;ANON-0000-0000-1179;35,76;Cocoa
09/02/2025;16:20:19;card;ANON-0000-0000-1161;25,96;Cortado
10/02/2025;07:01:47;card;ANON-0000-0000-1152;25,96;Americano
10/02/2025;08:16:32;card;ANON-0000-0000-1110;25,96;Americano
10/02/2025;08:24:56;card;ANON-0000-0000-1152;25,96;Americano
10/02/2025;11:11:43;card;ANON-0000-0000-1153;30,86;Americano with Milk
10/02/2025;13:08:50;card;ANON-0000-0000-1167;25,96;Americano
10/02/2025;13:11:06;card;ANON-0000-0000-1168;35,76;Cocoa
10/02/2025;13:26:55;card;ANON-0000-0000-1197;30,86;Americano with Milk
10/02/2025;13:40:13;card;ANON-0000-0000-1198;25,96;Americano
10/02/2025;14:01:52;card;ANON-0000-0000-1199;35,76;Latte
10/02/2025;14:07:41;card;ANON-0000-0000-1163;25,96;Americano
10/02/2025;14:11:46;card;ANON-0000-0000-1163;35,76;Cocoa
10/02/2025;14:15:45;card;ANON-0000-0000-1163;35,76;Cocoa
10/02/2025;15:01:55;card;ANON-0000-0000-1200;35,76;Cappuccino
10/02/2025;15:14:01;card;ANON-0000-0000-1166;30,86;Americano with Milk
10/02/2025;15:46:03;card;ANON-0000-0000-1191;35,76;Latte
10/02/2025;15:47:44;card;ANON-0000-0000-1165;35,76;Hot Chocolate
10/02/2025;16:20:55;card;ANON-0000-0000-1170;35,76;Cocoa
10/02/2025;17:12:02;card;ANON-0000-0000-0878;25,96;Americano
10/02/2025;18:27:15;card;ANON-0000-0000-1157;30,86;Americano with Milk
10/02/2025;19:14:01;card;ANON-0000-0000-1178;35,76;Latte
10/02/2025;19:14:54;card;ANON-0000-0000-1201;35,76;Latte
11/02/2025;10:38:26;card;ANON-0000-0000-1163;25,96;Americano
11/02/2025;11:19:15;card;ANON-0000-0000-1176;25,96;Americano
11/02/2025;11:20:12;card;ANON-0000-0000-1166;30,86;Americano with Milk
11/02/2025;11:21:08;card;ANON-0000-0000-1189;35,76;Cocoa
11/02/2025;15:56:50;card;ANON-0000-0000-1156;35,76;Hot Chocolate
11/02/2025;16:09:08;card;ANON-0000-0000-1194;30,86;Americano with Milk
11/02/2025;16:49:41;card;ANON-0000-0000-1202;21,06;Espresso
11/02/2025;17:35:35;card;ANON-0000-0000-1163;35,76;Latte
11/02/2025;17:36:42;card;ANON-0000-0000-1163;30,86;Americano with Milk
11/02/2025;17:44:13;card;ANON-0000-0000-1203;30,86;Americano with Milk
11/02/2025;17:50:40;card;ANON-0000-0000-1110;25,96;Americano
11/02/2025;17:54:38;card;ANON-0000-0000-1203;30,86;Americano with Milk
11/02/2025;19:04:11;card;ANON-0000-0000-1204;35,76;Latte
11/02/2025;19:05:04;card;ANON-0000-0000-1204;35,76;Cocoa
12/02/2025;07:16:57;card;ANON-0000-0000-1200;35,76;Cappuccino
12/02/2025;07:35:38;card;ANON-0000-0000-1163;25,96;Americano
12/02/2025;08:54:36;card;ANON-0000-0000-1163;35,76;Cocoa
12/02/2025;09:19:46;card;ANON-0000-0000-1153;30,86;Americano with Milk
12/02/2025;10:43:13;card;ANON-0000-0000-1188;25,96;Americano
12/02/2025;12:43:29;card;ANON-0000-0000-1205;25,96;Americano
12/02/2025;13:08:09;card;ANON-0000-0000-1206;25,96;Americano
12/02/2025;13:41:40;card;ANON-0000-0000-1160;35,76;Hot Chocolate
12/02/2025;15:41:25;card;ANON-0000-0000-1164;35,76;Hot Chocolate
12/02/2025;15:42:17;card;ANON-0000-0000-1191;35,76;Latte
12/02/2025;15:43:35;card;ANON-0000-0000-1165;35,76;Hot Chocolate
12/02/2025;16:12:58;card;ANON-0000-0000-1160;25,96;Americano
12/02/2025;16:26:09;card;ANON-0000-0000-1160;25,96;Americano
12/02/2025;17:05:32;card;ANON-0000-0000-1200;35,76;Cappuccino
12/02/2025;17:42:51;card;ANON-0000-0000-1110;25,96;Americano
12/02/2025;20:05:41;card;ANON-0000-0000-0507;35,76;Latte
12/02/2025;20:23:13;card;ANON-0000-0000-1178;35,76;Cocoa
12/02/2025;21:17:04;card;ANON-0000-0000-1158;35,76;Cappuccino
13/02/2025;07:38:48;card;ANON-0000-0000-1153;30,86;Americano with Milk
13/02/2025;08:45:57;card;ANON-0000-0000-1152;25,96;Americano
13/02/2025;09:17:21;card;ANON-0000-0000-1207;21,06;Espresso
13/02/2025;09:36:05;card;ANON-0000-0000-1168;35,76;Cocoa
13/02/2025;10:29:33;card;ANON-0000-0000-1156;30,86;Americano with Milk
13/02/2025;10:59:27;card;ANON-0000-0000-1157;30,86;Americano with Milk
13/02/2025;16:30:39;card;ANON-0000-0000-1163;25,96;Americano
13/02/2025;16:31:34;card;ANON-0000-0000-1163;25,96;Americano
13/02/2025;17:16:12;card;ANON-0000-0000-1178;30,86;Americano with Milk
13/02/2025;17:17:20;card;ANON-0000-0000-1179;30,86;Americano with Milk
13/02/2025;18:01:35;card;ANON-0000-0000-1208;35,76;Latte
13/02/2025;18:15:09;card;ANON-0000-0000-0046;35,76;Cappuccino
13/02/2025;19:06:30;card;ANON-0000-0000-1209;35,76;Latte
14/02/2025;11:38:56;card;ANON-0000-0000-1163;25,96;Americano
14/02/2025;14:07:09;card;ANON-0000-0000-1210;35,76;Hot Chocolate
14/02/2025;14:46:00;card;ANON-0000-0000-1198;25,96;Americano
14/02/2025;14:46:45;card;ANON-0000-0000-1198;21,06;Espresso
14/02/2025;14:58:12;card;ANON-0000-0000-1211;30,86;Americano with Milk
14/02/2025;15:00:17;card;ANON-0000-0000-1200;35,76;Cappuccino
14/02/2025;15:36:41;card;ANON-0000-0000-0507;35,76;Cappuccino
14/02/2025;15:38:47;card;ANON-0000-0000-0507;35,76;Latte
14/02/2025;15:53:56;card;ANON-0000-0000-1212;35,76;Hot Chocolate
14/02/2025;15:54:57;card;ANON-0000-0000-1212;35,76;Cappuccino
14/02/2025;17:03:16;card;ANON-0000-0000-1160;25,96;Americano
14/02/2025;17:04:30;card;ANON-0000-0000-1160;35,76;Cocoa
14/02/2025;17:09:08;card;ANON-0000-0000-1202;21,06;Espresso
14/02/2025;17:25:25;card;ANON-0000-0000-1213;30,86;Americano with Milk
14/02/2025;21:18:30;card;ANON-0000-0000-1214;25,96;Americano
15/02/2025;09:22:52;card;ANON-0000-0000-1200;35,76;Cappuccino
15/02/2025;12:41:54;card;ANON-0000-0000-1163;35,76;Cappuccino
15/02/2025;12:44:27;card;ANON-0000-0000-1163;25,96;Americano
15/02/2025;13:02:20;card;ANON-0000-0000-0878;30,86;Americano with Milk
15/02/2025;13:32:06;card;ANON-0000-0000-1200;30,86;Americano with Milk
15/02/2025;14:01:51;card;ANON-0000-0000-1184;35,76;Cappuccino
15/02/2025;14:11:54;card;ANON-0000-0000-1215;25,96;Americano
15/02/2025;15:40:08;card;ANON-0000-0000-1201;35,76;Hot Chocolate
15/02/2025;15:40:59;card;ANON-0000-0000-1179;35,76;Hot Chocolate
16/02/2025;10:46:43;card;ANON-0000-0000-1216;25,96;Americano
16/02/2025;10:50:01;card;ANON-0000-0000-1169;25,96;Americano
16/02/2025;10:51:04;card;ANON-0000-0000-1169;30,86;Americano with Milk
16/02/2025;11:04:48;card;ANON-0000-0000-1156;35,76;Hot Chocolate
16/02/2025;11:32:29;card;ANON-0000-0000-1160;25,96;Americano
16/02/2025;14:15:37;card;ANON-0000-0000-1196;35,76;Hot Chocolate
16/02/2025;14:16:41;card;ANON-0000-0000-1196;35,76;Latte
16/02/2025;17:12:27;card;ANON-0000-0000-1163;35,76;Hot Chocolate
16/02/2025;17:13:33;card;ANON-0000-0000-1163;30,86;Americano with Milk
16/02/2025;17:44:33;card;ANON-0000-0000-1217;30,86;Americano with Milk
17/02/2025;06:50:04;card;ANON-0000-0000-1200;35,76;Cappuccino
17/02/2025;08:53:14;card;ANON-0000-0000-1163;25,96;Americano
17/02/2025;09:00:55;card;ANON-0000-0000-1160;25,96;Americano
17/02/2025;09:28:07;card;ANON-0000-0000-1218;30,86;Americano with Milk
17/02/2025;09:56:59;card;ANON-0000-0000-1210;35,76;Hot Chocolate
17/02/2025;10:20:12;card;ANON-0000-0000-1219;30,86;Americano with Milk
17/02/2025;10:44:48;card;ANON-0000-0000-1160;25,96;Americano
17/02/2025;11:53:59;card;ANON-0000-0000-1203;30,86;Americano with Milk
17/02/2025;11:55:02;card;ANON-0000-0000-1202;21,06;Espresso
17/02/2025;12:48:58;card;ANON-0000-0000-1220;35,76;Cappuccino
17/02/2025;14:23:02;card;ANON-0000-0000-1221;35,76;Latte
17/02/2025;15:05:42;card;ANON-0000-0000-1194;30,86;Americano with Milk
17/02/2025;15:33:20;card;ANON-0000-0000-1191;35,76;Latte
17/02/2025;16:19:06;card;ANON-0000-0000-1218;21,06;Espresso
17/02/2025;16:22:42;card;ANON-0000-0000-1170;25,96;Americano
17/02/2025;17:31:14;card;ANON-0000-0000-1222;30,86;Americano with Milk
17/02/2025;18:23:53;card;ANON-0000-0000-1206;25,96;Americano
17/02/2025;19:13:52;card;ANON-0000-0000-1223;25,96;Americano
17/02/2025;19:15:01;card;ANON-0000-0000-1223;25,96;Americano
17/02/2025;20:18:17;card;ANON-0000-0000-1192;35,76;Latte
18/02/2025;08:53:09;card;ANON-0000-0000-1163;25,96;Americano
18/02/2025;08:54:14;card;ANON-0000-0000-1163;25,96;Americano
18/02/2025;11:07:35;card;ANON-0000-0000-1110;25,96;Americano
18/02/2025;11:30:06;card;ANON-0000-0000-1198;25,96;Americano
18/02/2025;11:38:24;card;ANON-0000-0000-1203;30,86;Americano with Milk
18/02/2025;12:15:27;card;ANON-0000-0000-1218;30,86;Americano with Milk
18/02/2025;13:04:27;card;ANON-0000-0000-1224;35,76;Cocoa
18/02/2025;13:25:45;card;ANON-0000-0000-1215;25,96;Americano
18/02/2025;13:27:05;card;ANON-0000-0000-1222;30,86;Americano with Milk
18/02/2025;17:05:28;card;ANON-0000-0000-1210;35,76;Hot Chocolate
18/02/2025;17:08:19;card;ANON-0000-0000-1225;30,86;Americano with Milk
18/02/2025;17:09:17;card;ANON-0000-0000-1225;21,06;Espresso
18/02/2025;17:10:23;card;ANON-0000-0000-1225;35,76;Cocoa
18/02/2025;17:11:36;card;ANON-0000-0000-1225;35,76;Cocoa
18/02/2025;19:36:27;card;ANON-0000-0000-1226;35,76;Cocoa
18/02/2025;20:06:56;card;ANON-0000-0000-1185;35,76;Cocoa
18/02/2025;20:58:13;card;ANON-0000-0000-1212;35,76;Hot Chocolate
18/02/2025;21:02:00;card;ANON-0000-0000-1222;30,86;Americano with Milk
19/02/2025;08:08:53;card;ANON-0000-0000-1161;35,76;Cappuccino
19/02/2025;08:09:54;card;ANON-0000-0000-1152;25,96;Americano
19/02/2025;08:47:33;card;ANON-0000-0000-1170;25,96;Americano
19/02/2025;09:24:32;card;ANON-0000-0000-1220;35,76;Cappuccino
19/02/2025;10:09:51;card;ANON-0000-0000-1167;25,96;Americano
19/02/2025;10:19:01;card;ANON-0000-0000-1227;35,76;Hot Chocolate
19/02/2025;10:40:52;card;ANON-0000-0000-1207;30,86;Americano with Milk
19/02/2025;12:45:06;card;ANON-0000-0000-1198;25,96;Americano
19/02/2025;12:46:04;card;ANON-0000-0000-1168;35,76;Cocoa
19/02/2025;13:06:54;card;ANON-0000-0000-1171;25,96;Americano
19/02/2025;15:50:43;card;ANON-0000-0000-1158;35,76;Cappuccino
19/02/2025;17:04:00;card;ANON-0000-0000-1110;25,96;Americano
19/02/2025;17:34:49;card;ANON-0000-0000-1158;35,76;Cappuccino
19/02/2025;17:57:52;card;ANON-0000-0000-1217;30,86;Americano with Milk
19/02/2025;18:35:39;card;ANON-0000-0000-1228;35,76;Cappuccino
19/02/2025;19:01:33;card;ANON-0000-0000-1229;35,76;Latte
19/02/2025;19:11:50;card;ANON-0000-0000-1179;35,76;Cocoa
19/02/2025;19:12:43;card;ANON-0000-0000-1179;35,76;Hot Chocolate
19/02/2025;19:26:23;card;ANON-0000-0000-1191;35,76;Latte
19/02/2025;20:05:28;card;ANON-0000-0000-1182;35,76;Cocoa
20/02/2025;07:56:25;card;ANON-0000-0000-1161;35,76;Cappuccino
20/02/2025;09:17:53;card;ANON-0000-0000-1167;25,96;Americano
20/02/2025;10:16:40;card;ANON-0000-0000-1163;35,76;Cappuccino
20/02/2025;10:17:39;card;ANON-0000-0000-1163;25,96;Americano
20/02/2025;10:20:25;card;ANON-0000-0000-1167;25,96;Americano
20/02/2025;10:24:24;card;ANON-0000-0000-1198;25,96;Americano
20/02/2025;13:02:20;card;ANON-0000-0000-1203;30,86;Americano with Milk
20/02/2025;14:20:33;card;ANON-0000-0000-1196;35,76;Latte
20/02/2025;14:38:00;card;ANON-0000-0000-1163;25,96;Americano
20/02/2025;14:38:49;card;ANON-0000-0000-1163;25,96;Americano
20/02/2025;15:19:46;card;ANON-0000-0000-1230;21,06;Espresso
20/02/2025;16:05:50;card;ANON-0000-0000-1156;35,76;Cappuccino
20/02/2025;16:59:07;card;ANON-0000-0000-1231;35,76;Cappuccino
20/02/2025;17:00:37;card;ANON-0000-0000-1231;35,76;Hot Chocolate
20/02/2025;17:07:28;card;ANON-0000-0000-1163;25,96;Americano
